Fecha,Hora,Lugar,Observador,Barrio,Decada,Sexo,Conocimiento,ComoConoce,ConoceZP,AsistCiclovia,ComoParticip,ConQuien,CirculaSinCoche,FrecSinCoche,Acuerdo,FrecFuturo,Horario
42384,14h00-17h25,San Sebastian,C,Rosales,50s,Mujer,No,NA,No,No,No,No,A pie,Cada día,Ni uno ni otro,Mensual,Noche
42384,14h00-17h29,San Sebastian,C,Yahuarcuna,50s,Mujer,No,NA,No,No,No,No,A pie,Cada día,Acuerdo,De vez en cuando,Noche
17/01/16,11h00-13h07,Parque Bolivar,E,Daniel Alvarez,70s,Hombre,No,NA,Si,No,A pie,Familia,A pie,Cada día,Desacuerdo,Mensual,Tarde
42383,15h00 -17h00,Loja,I,La Banda,70s,Hombre,No,NA,No,No,NA,NA,A pie,Cada día,Total desacuerdo,Nunca,Noche
42384,14h00-17h04,San Sebastian,C,Esteban Godoy,70s,Hombre,No,NA,No,No,No,No,A pie,Cada día,Ni uno ni otro,De vez en cuando,Mañana
42384,14h00-17h26,San Sebastian,C,La Tebaida,70s,Hombre,No,NA,No,No,No,No,A pie,Cada día,Acuerdo,NA,Noche
42384,14h00-17h18,San Sebastian,C,Daniel Alvarez,70s,Hombre,No,NA,No,No,No,No,A pie,Cada día,Desacuerdo,NA,Noche
42386,15h00 -17h00,Loja,H,La Paz,80s,Hombre,No,NA,No,No,NA,NA,A pie,Cada día,Ni uno ni otro,NA,Mañana
42386,15h00 -17h00,Loja,H,La Paz,80s,Hombre,No,NA,No,No,NA,NA,A pie,Cada día,Ni uno ni otro,De vez en cuando,Tarde
42387,15h00 -17h00,Loja,H,La Banda,80s,Hombre,No,NA,No,No,NA,NA,A pie,Cada día,Ni uno ni otro,De vez en cuando,Noche
42386,15h00 -17h00,Loja,H,Las Pitas,80s,Hombre,No,NA,No,No,NA,NA,A pie,Cada día,Ni uno ni otro,De vez en cuando,Mañana
42384,15h00 -17h00,Loja,J,Amable Maria,80s,Mujer,No,NA,NA,No,NA,NA,A pie,Cada día,Total desacuerdo,NA,NA
42384,15:00h00-18:30h00,Parque Lineal,B,"Ciudadela ""El electricista""",80s,Mujer,No,NA,No,No,NA,NA,A pie,Cada día,Total Acuerdo,NA,Mañana
42383,15h00 -17h00,Loja,I,La Paz,80s,Hombre,No,NA,No,No,NA,NA,A pie,Cada día,Ni uno ni otro,De vez en cuando,Noche
42383,15h00 -17h00,Loja,I,Las Pitas,80s,Mujer,No,NA,No,No,NA,NA,A pie,Cada día,Total Acuerdo,De vez en cuando,Mañana
42383,15h00 -17h00,Loja,I,Sauces Norte,80s,Hombre,No,NA,Si,No,NA,NA,A pie,Cada día,Total Acuerdo,NA,Tarde
42384,14h00-17h13,San Sebastian,C,La Banda,80s,Hombre,No,NA,No,No,No,No,A pie,Cada día,Total desacuerdo,Mensual,Noche
42384,14h00-17h09,San Sebastian,C,Yahuarcuna,80s,Hombre,No,NA,No,No,No,No,A pie,Cada día,Ni uno ni otro,De vez en cuando,Mañana
17/01/16,11h00-13h16,Parque Bolivar,E,San Vicente,90s,Mujer,No,NA,No,No,Otros,NA,A pie,Cada día,Desacuerdo,Nunca,Mañana
17/01/16,11h00-13h17,Parque Bolivar,E,Daniel Alvarez,90s,Mujer,No,NA,Si,No,Otros,NA,A pie,Cada día,Desacuerdo,Nunca,Mañana
17/2016,11h00-13h03,Parque Bolivar,E,El electrisista,90s,Mujer,No,NA,No,No,A pie,Amigos,A pie,Cada día,Total desacuerdo,Mensual,Mañana
42386,12h00-13h00,Punzara,A,Sauces,90s,Hombre,No,NA,No,No,NA,NA,A pie,Cada día,Ni uno ni otro,NA,Noche
42386,12h00-13h00,Punzara,A,Estadio R.C,90s,Hombre,No,NA,No,No,NA,NA,A pie,Cada día,Ni uno ni otro,NA,Mañana
42386,12h00-13h00,Punzara,A,Cuarto centenario,90s,Mujer,No,NA,No,No,NA,NA,A pie,Cada día,Total Acuerdo,De vez en cuando,Noche
42387,15h00 -17h00,Loja,H,La Paz,90s,Hombre,No,NA,No,No,NA,NA,A pie,Cada día,Ni uno ni otro,De vez en cuando,Noche
42386,15h00 -17h00,Loja,H,Las Pitas,90s,Hombre,No,NA,No,No,NA,NA,Moto,Cada día,Ni uno ni otro,De vez en cuando,Mañana
42386,15h00 -17h00,Loja,H,Las Pitas,90s,Hombre,No,NA,No,No,NA,NA,A pie,Cada día,Acuerdo,Nunca,Noche
42384,17:40h00-18:30h00,Tebaida,B,Los Arupos,90s,Hombre,No,NA,No,No,NA,NA,A pie,Cada día,Acuerdo,De vez en cuando,Tarde
42384,16:00h00-18:30h00,"Cancha ""La Tebaida""",B,Clodoveo,90s,Hombre,No,NA,No,No,NA,NA,Bicicleta y a pie,Cada día,Total Acuerdo,NA,Tarde
42384,14:30h00-18:30h00,Supermaxi,B,San Cayetano,90s,Mujer,No,NA,No,No,NA,NA,A pie,Cada día,Total Acuerdo,NA,Mañana
42383,15h00 -17h00,Loja,I,Las Pitas,90s,Hombre,No,NA,No,No,NA,NA,A pie,Cada día,Ni uno ni otro,Mensual,Mañana
42384,14h00-17h15,San Sebastian,C,Argelia,90s,Hombre,No,NA,No,No,No,No,A pie,Cada día,Desacuerdo,Mensual,Mañana
42384,14h00-17h20,San Sebastian,C,Yahuarcuna,90s,Hombre,No,NA,No,No,No,No,A pie,Cada día,Desacuerdo,Mensual,Mañana
42384,14h00-17h07,San Sebastian,C,La Tebaida,90s,Hombre,No,NA,No,No,No,No,A pie,Cada día,Ni uno ni otro,Mensual,Tarde
42384,14h00-17h03,San Sebastian,C,La Banda,90s,Mujer,No,NA,No,No,No,No,A pie,Cada día,Acuerdo,Mensual,Tarde
42384,14h00-17h01,San Sebastian,C,San Pedro,90s,Mujer,No,NA,No,No,No,No,A pie,Cada día,Acuerdo,Mensual,Mañana
42384,14h00-17h10,San Sebastian,C,Daniel Alvarez,90s,Hombre,No,NA,No,No,No,No,A pie,Cada día,Acuerdo,De vez en cuando,Noche
42384,14h00-17h11,San Sebastian,C,Zamora Huayco,90s,Mujer,No,NA,No,No,No,No,A pie,Cada día,Desacuerdo,NA,Tarde
42384,14h00-17h14,San Sebastian,C,San Pedro,90s,Mujer,No,NA,No,No,No,No,A pie,Cada día,Ni uno ni otro,NA,Mañana
42384,14h00-17h24,San Sebastian,C,Argelia,90s,Mujer,No,NA,No,No,No,No,A pie,Cada día,Total desacuerdo,Mensual,Mañana
17//2017,11h00-13h00,Parque Bolivar,E,San Sebastián,70s,Hombre,No,NA,Si,No,Bicicleta,Sólo,Bicicleta,NA,Ni uno ni otro,De vez en cuando,Tarde
42386,12h00-13h00,Punzara,A,Catamayo-Sanfrancisco,90s,Hombre,No,NA,No,No,NA,NA,A pie,NA,Total Acuerdo,NA,Mañana
42386,12h00-13h00,Punzara,A,Esteban Godoy,90s,Hombre,No,NA,No,No,NA,NA,A pie,NA,Ni uno ni otro,NA,Mañana
42386,12h00-13h00,Punzara,A,Nueva Granada,90s,Hombre,No,NA,Si,No,NA,NA,A pie,NA,Total Acuerdo,Nunca,Noche
42384,15h00 -17h00,Loja,J,Sauces Norte,90s,Mujer,No,NA,NA,No,NA,NA,Otro Vehículo,NA,Desacuerdo,Mensual,Mañana
42019,15h00 -17h00,Loja,I,La Banda,90s,Mujer,No,NA,No,No,NA,NA,A pie,NA,Acuerdo,Mensual,Mañana
42386,15h00 -17h00,Loja,H,Sauces,80s,Hombre,No,NA,No,No,NA,NA,A pie,De vez en cuando,Ni uno ni otro,De vez en cuando,Tarde
42384,15h00 -17h00,Loja,J,Sauces Norte,80s,Hombre,No,NA,Si,No,NA,NA,A pie,De vez en cuando,Ni uno ni otro,De vez en cuando,Mañana
42019,15h00 -17h00,Loja,I,La Banda,80s,Mujer,No,NA,No,No,NA,NA,A pie,De vez en cuando,Ni uno ni otro,Nunca,NA
42386,12h00-13h00,Punzara,A,Clodoveo Jaramillo,90s,Mujer,No,NA,No,No,NA,NA,A pie,De vez en cuando,Total Acuerdo,NA,Mañana
42386,15h00 -17h00,Loja,H,La Banda,90s,Hombre,No,NA,NA,No,NA,NA,A pie,De vez en cuando,Ni uno ni otro,NA,Mañana
42386,15h00 -17h00,Loja,H,Sauces,90s,Hombre,No,NA,No,No,NA,NA,A pie,De vez en cuando,Ni uno ni otro,Mensual,Tarde
42386,15h00 -17h00,Loja,H,Las Pitas,90s,Mujer,No,NA,No,No,NA,NA,A pie,De vez en cuando,Total desacuerdo,Nunca,NA
42383,15h00 -17h00,Loja,I,La Independencia,80s,Mujer,No,NA,No,No,NA,NA,A pie,Mensual,Total desacuerdo,De vez en cuando,Mañana
42383,15h00 -17h00,Loja,I,Urb. Caminos del Sol,80s,Mujer,No,NA,No,No,NA,NA,A pie,Mensual,Total desacuerdo,Nunca,Tarde
42383,15h00 -17h00,Loja,I,Urb. Caminos del Sol,90s,Mujer,No,NA,No,No,NA,NA,A pie,Mensual,Total Acuerdo,Mensual,Mañana
42383,15h00 -17h00,Loja,I,Las Pitas,80s,Mujer,No,NA,No,No,NA,NA,A pie,NA,Desacuerdo,Mensual,Mañana
17/01/16,11h00-13h26,Parque Bolivar,E,El electrisista,90s,Mujer,No,NA,No,Si,Bicicleta,Amigos,A pie,De vez en cuando,Total Acuerdo,NA,Mañana
17/01/16,11h00-13h19,Parque Bolivar,E,Los Geranios,50s,Mujer,No,NA,No,No,NA,NA,A pie,Cada día,Acuerdo,De vez en cuando,Tarde
NA,NA,NA,F,Centro,60s,Hombre,No,NA,No,No,NA,NA,A pie,Cada día,Acuerdo,Mensual,Noche
42384,15h00 -17h00,Loja,K,Las Pitas,60s,Hombre,No,NA,No,No,NA,NA,A pie,Cada día,Ni uno ni otro,Nunca,Noche
42384,15h00 -17h00,Loja,K,Las Pitas,60s,Mujer,No,NA,No,No,NA,NA,A pie,Cada día,Acuerdo,Nunca,Noche
17/01/16,11h00-13h28,Parque Bolivar,E,Los Rosales,70s,Mujer,No,NA,No,No,NA,NA,A pie,Cada día,Acuerdo,Mensual,Tarde
17/01/16,11h00-13h06,Parque Bolivar,E,Los Operadores,70s,Hombre,No,NA,No,No,NA,NA,A pie,Cada día,Total Acuerdo,NA,Mañana
42384,15h00 -17h00,Loja,J,La Banda,70s,Hombre,No,NA,No,No,NA,NA,A pie,Cada día,Total desacuerdo,NA,NA
NA,NA,NA,F,Centro,70s,Mujer,No,NA,No,No,NA,NA,A pie,Cada día,Total Acuerdo,Mensual,Tarde
42384,15h00 -17h00,Loja,K,Las Pitas,70s,Mujer,No,NA,No,No,NA,NA,A pie,Cada día,Acuerdo,De vez en cuando,Mañana
42384,15h00 -17h00,Loja,K,La Paz,70s,Hombre,No,NA,No,No,NA,NA,A pie,Cada día,Total desacuerdo,Nunca,Noche
17/01/16,11h00-13h12,Parque Bolivar,E,Cuarto centenario,80s,Hombre,No,NA,NA,No,NA,NA,A pie,Cada día,Acuerdo,De vez en cuando,Tarde
42384,15h00 -17h00,Loja,J,San Vicente,80s,Hombre,No,NA,No,No,NA,NA,A pie,Cada día,Total Acuerdo,De vez en cuando,Noche
42384,15h00 -17h00,Loja,J,El Valle,80s,Hombre,No,NA,No,No,NA,NA,A pie,Cada día,Ni uno ni otro,De vez en cuando,Mañana
42384,15h00 -17h00,Loja,J,Motupe,80s,Mujer,No,NA,No,No,NA,NA,A pie,Cada día,Total desacuerdo,Nunca,NA
42384,15h00 -17h00,Loja,J,Motupe,80s,Hombre,No,NA,No,No,NA,NA,A pie,Cada día,Total desacuerdo,Nunca,NA
42384,15h00 -17h00,Loja,J,San Vicente,80s,Mujer,No,NA,No,No,NA,NA,A pie,Cada día,Total desacuerdo,Nunca,NA
42384,15h00 -17h00,Loja,J,Sauces Norte,80s,Hombre,No,NA,No,No,NA,NA,A pie,Cada día,Total desacuerdo,NA,NA
NA,NA,NA,F,Centro,80s,Mujer,No,NA,No,No,NA,NA,A pie,Cada día,Total Acuerdo,Mensual,Mañana
42019,15h00 -17h00,Loja,I,La Paz,80s,Mujer,No,NA,Si,No,NA,NA,A pie,Cada día,Total Acuerdo,NA,Mañana
42019,15h00 -17h00,Loja,I,La Paz,80s,Hombre,No,NA,No,No,NA,NA,A pie,Cada día,Acuerdo,De vez en cuando,Mañana
42383,15h00 -17h00,Loja,I,Amable Maria,80s,Mujer,No,NA,No,No,NA,NA,A pie,Cada día,Total Acuerdo,Mensual,Noche
42384,15h00 -17h00,Loja,K,Sauces Norte,80s,Hombre,No,NA,No,No,NA,NA,A pie,Cada día,Total Acuerdo,NA,Tarde
42384,15h00 -17h00,Loja,K,La Banda,80s,Hombre,No,NA,Si,No,NA,NA,A pie,Cada día,Ni uno ni otro,De vez en cuando,Mañana
42384,15h00 -17h00,Loja,K,Jipiro,80s,Mujer,No,NA,No,No,NA,NA,A pie,Cada día,Acuerdo,De vez en cuando,Tarde
42384,15h00 -17h00,Loja,K,Urb. Caminos del Sol,80s,Hombre,No,NA,No,No,NA,NA,A pie,Cada día,Acuerdo,De vez en cuando,Noche
17/01/16,11h00-13h27,Parque Bolivar,E,La Tebaida,90s,Mujer,No,NA,No,No,NA,NA,A pie,Cada día,Total Acuerdo,NA,Mañana
42384,15h00 -17h00,Loja,J,San Vicente,90s,Mujer,No,NA,No,No,NA,NA,A pie,Cada día,Total Acuerdo,De vez en cuando,Tarde
42384,15h00 -17h00,Loja,J,La Banda,90s,Mujer,No,NA,No,No,NA,NA,A pie,Cada día,Total Acuerdo,NA,Mañana
42384,15h00 -17h00,Loja,J,El Valle,90s,Hombre,No,NA,No,No,NA,NA,A pie,Cada día,Total desacuerdo,De vez en cuando,Noche
NA,NA,NA,F,Centro,90s,Mujer,No,NA,No,No,NA,NA,A pie,Cada día,Acuerdo,NA,Tarde
42383,15h00 -17h00,Loja,I,Amable Maria,90s,Mujer,No,NA,No,No,NA,NA,A pie,Cada día,Acuerdo,De vez en cuando,Noche
42383,15h00 -17h00,Loja,I,Amable Maria,90s,Hombre,No,NA,No,No,NA,NA,A pie,Cada día,Total Acuerdo,NA,Noche
42384,15h00 -17h00,Loja,K,Amable Maria,90s,Mujer,No,NA,No,No,NA,NA,A pie,Cada día,Ni uno ni otro,De vez en cuando,Noche
42384,15h00 -17h00,Loja,K,Amable Maria,90s,Hombre,No,NA,Si,No,NA,NA,A pie,Cada día,Total desacuerdo,Nunca,Noche
42384,15h00 -17h00,Loja,K,El Valle,90s,Mujer,No,NA,No,No,NA,NA,A pie,Cada día,Total desacuerdo,Nunca,Tarde
42384,15h00 -17h00,Loja,K,Sauces Norte,90s,Hombre,No,NA,No,No,NA,NA,A pie,Cada día,Total desacuerdo,Nunca,Tarde
NA,NA,NA,F,Centro,50s,Hombre,No,NA,No,No,NA,NA,A pie,NA,Ni uno ni otro,Nunca,Mañana
NA,NA,NA,F,Centro,50s,Hombre,No,NA,No,No,NA,NA,A pie,NA,Ni uno ni otro,De vez en cuando,Noche
17/01/16,11h00-13h22,Parque Bolivar,E,Esteban Godoy,60s,Hombre,No,NA,No,No,NA,NA,A pie,NA,Desacuerdo,Mensual,Noche
17/01/16,11h00-13h24,Parque Bolivar,E,Esteban Godoy,90s,Mujer,No,NA,No,No,NA,NA,A pie,NA,Desacuerdo,De vez en cuando,Tarde
42384,15h00 -17h00,Loja,J,La Banda,90s,Mujer,No,NA,No,No,NA,NA,A pie,NA,Total Acuerdo,Mensual,Noche
42384,15h00 -17h00,Loja,J,Las Pitas,90s,Mujer,No,NA,No,No,NA,NA,A pie,NA,Total Acuerdo,Mensual,Mañana
42384,15h00 -17h00,Loja,J,La Paz,90s,Hombre,No,NA,No,No,NA,NA,A pie,NA,Total desacuerdo,Nunca,NA
42384,15h00 -17h00,Loja,K,La Banda,90s,Hombre,No,NA,No,No,NA,NA,Patineta,NA,Acuerdo,NA,Tarde
42384,15h00 -17h00,Loja,K,Sauces Norte,90s,Mujer,No,NA,No,No,NA,NA,A pie,NA,Acuerdo,De vez en cuando,Noche
17/01/16,11h00-13h05,Parque Bolivar,E,San Cayetano,80s,Hombre,No,NA,No,No,NA,NA,A pie,De vez en cuando,Total Acuerdo,NA,Mañana
NA,NA,NA,F,Centro,80s,Hombre,No,NA,No,No,NA,NA,Bicicleta,De vez en cuando,Acuerdo,De vez en cuando,Mañana
42384,15h00 -17h00,Loja,J,La Banda,90s,Hombre,No,NA,No,No,NA,NA,Bicicleta,De vez en cuando,Total Acuerdo,Mensual,Mañana
42384,15h00 -17h00,Loja,J,La Banda,90s,Mujer,No,NA,No,No,NA,NA,A pie,De vez en cuando,Total Acuerdo,Mensual,Mañana
42384,15h00 -17h00,Loja,K,La Banda,90s,Mujer,No,NA,No,No,NA,NA,A pie,De vez en cuando,Total Acuerdo,NA,Tarde
42019,15h00 -17h00,Loja,I,La Paz,60s,Hombre,No,NA,No,No,NA,NA,A pie,Mensual,Acuerdo,Mensual,Tarde
42384,15h00 -17h00,Loja,J,La Paz,90s,Hombre,No,NA,No,No,NA,NA,Bicicleta,Mensual,Total Acuerdo,NA,Mañana
42019,15h00 -17h00,Loja,I,Amable Maria,90s,Hombre,No,NA,Si,No,NA,NA,A pie,Mensual,Total Acuerdo,De vez en cuando,Tarde
42384,15h00 -17h00,Loja,K,Sauces Norte,90s,Hombre,No,NA,No,No,NA,NA,A pie,Mensual,Acuerdo,De vez en cuando,Mañana
17/01/16,11h00-13h23,Parque Bolivar,E,San Pedro,80s,Hombre,No,NA,No,No,NA,NA,A pie,De vez en cuando,Acuerdo,Mensual,Mañana
NA,NA,NA,F,Centro,60s,Mujer,No,NA,No,No,NA,NA,A pie,NA,Acuerdo,De vez en cuando,Tarde
NA,NA,NA,F,Centro,60s,Mujer,No,NA,No,No,NA,NA,A pie,NA,Acuerdo,De vez en cuando,Mañana
NA,NA,NA,F,Centro,60s,Mujer,No,NA,No,No,NA,NA,A pie,NA,Acuerdo,Mensual,Noche
NA,NA,NA,F,Centro,80s,Hombre,No,NA,No,No,NA,NA,A pie,NA,Acuerdo,De vez en cuando,Noche
NA,NA,NA,F,Centro,80s,Hombre,No,NA,No,No,NA,NA,Otro Vehículo,NA,Total Acuerdo,NA,Tarde
42383,15h00 -17h00,Loja,I,Amable Maria,90s,Mujer,No,NA,No,No,NA,NA,A pie,NA,Ni uno ni otro,Mensual,Tarde
42384,15h00 -17h00,Loja,K,Urb. Caminos del Sol,90s,Mujer,No,NA,No,No,NA,NA,A pie,NA,Desacuerdo,De vez en cuando,Noche
42384,15h00 -17h00,Loja,K,Sauces Norte,90s,Hombre,Si,Otro,No,NA,NA,NA,A pie,Cada día,Total Acuerdo,De vez en cuando,Mañana
